,accept,reward,m_type,income,accounts,overdraft,rating,cards,homes,family,Owner,balance
392,No,Points,Letter,2,1,No,2,1,1,2,Yes,1411.0
393,No,Points,Letter,2,1,No,3,2,2,1,Yes,585.0
394,No,Cash Back,Letter,3,1,No,2,1,1,4,No,713.0
395,No,Air Miles,Postcard,2,1,No,1,2,1,4,No,296.0
396,No,Air Miles,Letter,1,2,Yes,2,2,1,5,Yes,171.0
397,No,Cash Back,Postcard,2,1,No,2,1,1,4,Yes,344.0
398,No,Cash Back,Postcard,2,1,No,3,2,1,3,No,404.0
399,No,Points,Letter,3,2,No,3,2,1,3,Yes,1709.0
400,No,Points,Letter,2,1,No,1,2,2,5,Yes,1035.0
401,Yes,Cash Back,Postcard,1,1,No,1,2,1,4,No,453.0
402,No,Points,Postcard,3,1,No,3,3,2,3,Yes,641.0
403,No,Air Miles,Postcard,2,1,No,2,2,1,3,No,546.0
404,No,Air Miles,Postcard,2,1,No,3,2,2,4,Yes,729.0
405,No,Air Miles,Postcard,2,1,No,2,1,1,4,Yes,1219.0
406,No,Points,Letter,2,1,No,3,3,1,2,Yes,205.0
407,No,Cash Back,Postcard,1,2,No,3,1,1,1,Yes,1851.0
408,No,Cash Back,Postcard,3,1,No,1,1,1,3,Yes,1788.0
409,No,Air Miles,Letter,2,1,No,1,3,1,4,No,416.0
410,No,Points,Letter,3,1,No,1,2,1,3,No,1020.0
411,Yes,Points,Postcard,2,2,No,1,1,1,3,Yes,559.0
412,No,Air Miles,Letter,2,2,No,2,2,1,3,Yes,989.0
413,No,Points,Letter,1,1,No,3,3,2,4,No,1213.0
414,No,Points,Postcard,3,1,No,2,2,1,1,No,1969.0
415,No,Points,Postcard,2,2,No,1,3,1,3,Yes,788.0
416,No,Air Miles,Letter,3,2,No,1,3,1,3,Yes,1911.0
417,No,Points,Letter,2,2,No,3,3,1,3,Yes,316.0
418,No,Points,Letter,1,2,No,1,2,1,4,Yes,93.0
419,No,Points,Postcard,3,1,No,3,2,1,3,No,1187.0
420,No,Points,Letter,2,1,No,2,3,1,2,No,1899.0
421,No,Air Miles,Postcard,1,2,No,1,2,1,3,Yes,977.0
422,Yes,Air Miles,Postcard,2,2,No,1,1,1,4,No,863.0
423,No,Cash Back,Letter,2,1,No,2,2,1,5,No,473.0
424,No,Air Miles,Letter,1,1,No,1,2,1,5,Yes,1638.0
425,No,Air Miles,Postcard,2,1,Yes,3,1,2,4,Yes,948.0
426,No,Points,Letter,2,1,No,1,2,1,4,Yes,1465.0
427,No,Cash Back,Postcard,1,1,Yes,1,1,2,5,No,787.0
428,No,Air Miles,Postcard,2,1,No,1,1,1,4,Yes,787.0
429,No,Air Miles,Letter,2,1,No,2,2,1,4,No,35.0
430,No,Air Miles,Letter,3,1,Yes,1,2,2,3,Yes,574.0
431,No,Cash Back,Postcard,1,1,No,3,3,2,5,Yes,813.0
432,No,Cash Back,Letter,2,1,No,2,2,1,4,Yes,1041.0
433,No,Cash Back,Letter,2,1,No,1,1,1,3,Yes,952.0
434,No,Cash Back,Letter,2,1,No,3,2,1,4,Yes,411.0
435,No,Points,Letter,2,2,No,3,2,1,5,Yes,776.0
436,No,Air Miles,Letter,2,1,No,2,1,1,2,Yes,767.0
437,No,Cash Back,Postcard,1,1,No,2,2,1,3,Yes,928.0
438,No,Cash Back,Postcard,1,2,No,1,1,1,3,Yes,391.0
439,No,Points,Postcard,3,1,Yes,1,1,2,5,Yes,1665.0
440,No,Air Miles,Postcard,2,1,No,1,2,1,4,Yes,425.0
441,No,Points,Postcard,2,1,No,3,2,1,5,Yes,185.0
442,No,Points,Letter,1,1,No,3,1,1,4,No,1271.0
443,No,Cash Back,Letter,3,1,No,1,2,1,2,Yes,298.0
444,No,Air Miles,Letter,2,1,No,3,1,1,4,No,273.0
445,No,Air Miles,Postcard,2,1,Yes,3,3,2,3,Yes,1250.0
446,Yes,Air Miles,Postcard,1,1,Yes,1,1,1,4,Yes,328.0
447,No,Cash Back,Letter,3,1,Yes,2,1,1,4,No,564.0
448,No,Air Miles,Postcard,3,1,Yes,3,2,1,4,No,2113.0
449,No,Cash Back,Postcard,3,1,No,3,1,1,5,Yes,1698.0
450,No,Points,Letter,2,1,No,2,1,1,3,No,293.0
451,No,Air Miles,Letter,2,1,No,1,1,1,5,Yes,755.0
452,No,Cash Back,Letter,1,2,No,3,1,1,2,No,240.0
453,No,Air Miles,Letter,2,1,No,2,1,1,3,No,120.0
454,No,Cash Back,Postcard,1,1,No,1,3,1,3,No,1480.0
455,No,Cash Back,Postcard,1,1,No,2,2,2,2,Yes,1312.0
456,No,Air Miles,Letter,1,1,No,1,2,1,2,Yes,407.0
457,No,Air Miles,Postcard,2,1,Yes,1,2,1,4,Yes,1181.0
458,No,Points,Letter,2,1,No,3,2,1,3,Yes,1753.0
459,No,Cash Back,Postcard,2,1,No,1,2,1,4,No,55.0
460,No,Points,Postcard,3,2,No,1,3,1,3,No,901.0
461,No,Air Miles,Letter,1,1,No,1,1,1,3,Yes,254.0
462,No,Air Miles,Letter,2,1,No,3,2,2,4,No,1011.0
463,No,Cash Back,Letter,2,1,No,2,3,1,3,Yes,1826.0
464,No,Air Miles,Postcard,2,1,No,1,2,1,4,No,766.0
465,Yes,Cash Back,Letter,2,1,No,1,3,1,4,No,630.0
466,No,Points,Letter,2,1,Yes,3,2,1,3,Yes,809.0
467,No,Cash Back,Letter,2,1,Yes,2,3,1,4,Yes,1033.0
468,No,Points,Letter,2,1,Yes,1,1,1,4,No,507.0
469,No,Points,Postcard,2,1,No,3,3,1,5,No,411.0
470,No,Points,Postcard,1,1,No,2,2,1,5,No,543.0
471,No,Air Miles,Letter,2,1,No,2,1,1,3,Yes,610.0
472,No,Points,Postcard,3,1,No,3,3,1,4,Yes,552.0
473,No,Air Miles,Letter,1,1,No,2,2,1,3,Yes,923.0
474,No,Air Miles,Letter,2,1,No,2,3,1,5,Yes,1013.0
475,No,Cash Back,Letter,3,1,No,1,1,1,3,Yes,780.0
476,Yes,Air Miles,Postcard,2,2,No,3,2,1,3,Yes,1049.0
477,No,Cash Back,Letter,3,2,No,1,1,1,2,No,894.0
478,No,Air Miles,Postcard,2,1,No,2,2,1,4,Yes,1000.0
479,No,Air Miles,Letter,2,2,No,2,1,1,5,Yes,836.0
480,No,Points,Letter,2,1,No,3,1,2,1,No,953.0
481,No,Points,Letter,1,1,No,2,3,1,2,Yes,699.0
482,No,Air Miles,Postcard,3,1,No,2,3,2,4,No,1610.0
483,No,Points,Letter,3,1,No,2,2,1,2,Yes,417.0
484,No,Cash Back,Postcard,3,1,No,2,2,1,2,No,1219.0
485,No,Cash Back,Letter,3,2,No,2,3,1,5,Yes,787.0
486,No,Cash Back,Postcard,3,1,Yes,2,3,1,5,Yes,739.0
487,No,Points,Letter,1,2,No,3,2,1,3,Yes,1110.0
488,No,Points,Letter,2,2,No,3,3,1,5,Yes,1253.0
489,No,Air Miles,Letter,2,1,Yes,1,2,1,3,No,648.0
490,No,Air Miles,Postcard,2,1,Yes,2,2,1,3,No,454.0
491,No,Air Miles,Letter,1,1,No,1,3,1,2,No,324.0
492,No,Points,Letter,2,1,No,1,2,2,4,No,805.0
493,Yes,Points,Postcard,2,1,No,3,1,1,2,Yes,513.0
494,No,Air Miles,Letter,2,1,No,1,1,2,4,Yes,864.0
495,No,Air Miles,Letter,2,2,No,3,2,1,4,No,2023.0
496,No,Air Miles,Postcard,3,2,Yes,3,3,1,3,Yes,1254.0
497,No,Cash Back,Letter,2,1,No,2,2,1,3,Yes,1422.0
498,No,Cash Back,Letter,2,1,No,1,2,2,2,Yes,476.0
499,No,Cash Back,Letter,1,2,No,1,2,2,3,Yes,497.0
500,No,Cash Back,Letter,1,2,No,1,1,1,3,No,381.0
501,Yes,Points,Postcard,1,1,No,1,2,1,1,No,851.0
502,No,Air Miles,Postcard,2,1,No,2,2,1,3,Yes,376.0
503,No,Air Miles,Postcard,3,2,No,3,3,1,4,Yes,1565.0
504,No,Cash Back,Postcard,3,1,No,2,2,1,5,No,233.0
505,No,Cash Back,Letter,2,1,Yes,3,1,2,4,Yes,487.0
506,No,Air Miles,Letter,2,2,No,2,2,1,4,Yes,840.0
507,No,Air Miles,Letter,1,1,No,3,2,1,4,Yes,624.0
508,No,Points,Letter,2,2,No,3,1,1,3,No,88.0
509,No,Cash Back,Letter,2,1,No,1,2,2,3,No,1688.0
510,No,Air Miles,Postcard,1,1,No,1,3,1,5,No,1179.0
511,No,Points,Postcard,1,2,No,1,2,1,4,No,1514.0
512,No,Points,Postcard,2,1,No,3,2,1,2,Yes,62.0
513,No,Points,Letter,2,1,No,2,1,1,4,No,597.0
514,No,Air Miles,Postcard,2,1,Yes,2,3,1,4,Yes,486.0
515,No,Points,Postcard,1,1,No,3,3,2,2,No,661.0
516,No,Points,Postcard,1,1,No,3,3,2,5,Yes,168.0
517,No,Air Miles,Letter,2,2,No,1,2,1,3,Yes,244.0
518,No,Air Miles,Postcard,3,1,No,3,1,1,4,No,1409.0
519,No,Points,Postcard,2,2,No,2,2,1,4,No,1777.0
520,No,Cash Back,Letter,2,1,No,2,1,1,4,Yes,277.0
521,No,Cash Back,Postcard,2,1,No,3,1,1,3,No,1713.0
522,No,Points,Postcard,2,1,No,2,1,1,4,Yes,688.0
523,No,Air Miles,Letter,1,2,No,2,1,1,3,Yes,188.0
524,No,Air Miles,Postcard,3,1,No,1,2,1,3,No,764.0
525,No,Air Miles,Letter,2,1,Yes,2,3,1,3,No,305.0
526,No,Air Miles,Postcard,3,2,No,2,3,2,3,No,144.0
527,No,Points,Letter,3,1,No,3,2,1,2,No,1539.0
528,No,Air Miles,Postcard,2,2,No,1,2,2,5,Yes,913.0
529,No,Points,Postcard,2,1,No,2,2,1,3,Yes,791.0
530,No,Air Miles,Postcard,2,1,No,2,1,2,4,Yes,1471.0
531,No,Points,Letter,2,1,No,1,1,1,4,Yes,1008.0
532,Yes,Cash Back,Postcard,1,2,Yes,1,2,1,3,Yes,250.0
533,No,Air Miles,Letter,1,1,No,1,2,1,4,No,545.0
534,No,Points,Letter,3,2,No,3,1,1,2,Yes,821.0
535,No,Points,Letter,2,1,No,3,1,1,4,Yes,753.0
536,No,Points,Letter,3,1,No,1,2,1,3,Yes,1126.0
537,No,Points,Letter,2,2,No,3,1,1,3,Yes,972.0
538,No,Air Miles,Letter,2,1,No,2,2,1,4,No,716.0
539,No,Points,Postcard,2,1,No,2,1,1,2,Yes,7.0
540,No,Air Miles,Postcard,3,1,No,1,1,1,5,Yes,1963.0
541,No,Points,Postcard,2,1,No,3,1,1,2,Yes,1648.0
542,No,Air Miles,Letter,3,1,Yes,1,1,1,5,No,677.0
543,No,Points,Postcard,2,1,No,3,1,1,5,No,261.0
544,No,Air Miles,Letter,1,1,No,2,3,1,3,Yes,397.0
545,No,Cash Back,Letter,3,1,No,1,2,1,4,No,304.0
546,No,Air Miles,Postcard,3,1,No,2,2,1,4,No,757.0
547,No,Points,Letter,2,1,Yes,1,1,1,5,No,1394.0
548,No,Cash Back,Postcard,1,1,No,3,1,1,5,Yes,203.0
549,No,Air Miles,Letter,1,2,No,3,2,1,4,Yes,1410.0
550,No,Points,Postcard,3,1,No,3,2,1,5,Yes,304.0
551,No,Cash Back,Postcard,3,1,No,2,2,1,4,No,657.0
552,No,Cash Back,Postcard,1,1,No,3,3,1,2,No,304.0
553,No,Air Miles,Postcard,2,1,Yes,3,1,1,4,No,108.0
554,Yes,Air Miles,Postcard,2,1,No,3,2,1,4,No,104.0
555,No,Cash Back,Postcard,2,2,No,1,3,2,4,No,1802.0
556,No,Points,Postcard,1,1,No,3,3,1,2,Yes,1763.0
557,No,Air Miles,Letter,3,1,No,2,2,2,5,Yes,2186.0
558,No,Cash Back,Letter,1,1,Yes,1,3,1,3,Yes,985.0
559,No,Points,Letter,1,1,No,2,2,2,5,No,233.0
560,No,Cash Back,Letter,1,1,No,3,2,1,3,Yes,370.0
561,No,Points,Postcard,1,2,No,1,2,1,4,Yes,881.0
562,No,Cash Back,Letter,1,2,No,1,1,2,4,Yes,416.0
563,No,Cash Back,Postcard,2,1,No,1,2,2,5,Yes,488.0
564,No,Points,Letter,2,1,Yes,1,2,1,4,Yes,809.0
565,No,Cash Back,Letter,2,1,No,1,1,1,4,Yes,61.0
566,No,Points,Letter,3,1,No,2,1,1,4,Yes,688.0
567,No,Cash Back,Postcard,1,1,No,2,3,1,3,Yes,331.0
568,No,Cash Back,Postcard,2,1,Yes,1,2,1,5,Yes,1714.0
569,No,Points,Letter,2,1,No,3,1,2,4,Yes,205.0
570,No,Air Miles,Letter,2,1,No,1,2,2,5,No,1776.0
571,No,Cash Back,Letter,2,1,No,3,1,1,5,Yes,495.0
572,No,Air Miles,Letter,1,2,No,1,2,1,2,No,799.0
573,No,Air Miles,Postcard,3,1,Yes,1,3,1,4,No,1877.0
574,No,Points,Letter,1,1,No,3,2,1,5,Yes,105.0
575,No,Air Miles,Postcard,3,2,No,1,3,1,4,Yes,449.0
576,No,Points,Postcard,2,2,No,2,2,1,3,Yes,1470.0
577,No,Air Miles,Letter,1,1,No,2,2,2,4,Yes,288.0
578,No,Points,Postcard,1,1,No,3,2,1,3,Yes,1483.0
579,No,Cash Back,Postcard,1,1,No,1,2,2,3,No,165.0
580,No,Air Miles,Postcard,1,1,No,2,3,1,5,Yes,1312.0
581,No,Air Miles,Letter,2,2,No,2,3,1,3,No,604.0
582,No,Cash Back,Postcard,2,1,No,2,2,1,2,Yes,267.0
583,No,Air Miles,Letter,3,1,No,3,2,1,3,Yes,645.0
584,No,Points,Letter,1,1,No,3,1,1,4,No,502.0
585,No,Cash Back,Letter,1,2,No,2,2,1,4,Yes,629.0
586,Yes,Points,Postcard,3,1,No,1,2,1,2,Yes,811.0
587,No,Air Miles,Letter,2,2,No,1,2,1,3,Yes,1234.0
588,No,Points,Letter,2,1,No,1,3,1,1,Yes,257.0
589,No,Air Miles,Letter,1,2,Yes,1,2,1,3,Yes,1818.0
590,No,Points,Postcard,2,2,No,1,2,1,3,No,154.0
591,No,Air Miles,Postcard,3,1,Yes,3,2,1,3,No,870.0
592,No,Cash Back,Postcard,3,1,Yes,1,2,1,2,Yes,633.0
593,No,Cash Back,Letter,3,2,No,3,2,1,4,No,1384.0
594,No,Cash Back,Letter,2,2,Yes,3,2,2,3,Yes,1456.0
595,No,Air Miles,Postcard,3,1,No,1,1,1,4,Yes,2084.0
596,No,Cash Back,Postcard,2,1,No,3,1,1,2,Yes,182.0
597,No,Cash Back,Postcard,2,1,No,3,2,2,2,Yes,1172.0
598,No,Points,Letter,2,1,No,2,2,1,2,Yes,2103.0
599,No,Air Miles,Postcard,3,1,No,1,2,1,4,No,1784.0
600,No,Air Miles,Letter,3,1,No,2,2,1,2,Yes,1272.0
601,No,Cash Back,Letter,1,1,No,1,2,1,4,No,416.0
602,No,Air Miles,Postcard,1,1,No,1,1,1,3,Yes,993.0
603,No,Air Miles,Letter,2,1,No,2,1,1,3,Yes,850.0
604,Yes,Air Miles,Letter,3,2,Yes,2,1,1,4,Yes,204.0
605,No,Points,Postcard,2,1,Yes,1,2,1,5,Yes,68.0
606,No,Cash Back,Letter,3,1,No,2,2,2,3,Yes,160.0
607,No,Cash Back,Postcard,1,1,No,1,2,1,2,No,845.0
608,No,Points,Letter,2,1,No,3,2,2,3,Yes,560.0
609,Yes,Points,Postcard,1,1,Yes,1,1,1,5,No,621.0
610,No,Air Miles,Postcard,1,2,No,1,3,1,4,Yes,419.0
611,No,Air Miles,Postcard,3,2,No,2,3,1,3,Yes,2093.0
612,No,Air Miles,Postcard,2,1,No,1,1,1,4,Yes,613.0
613,No,Cash Back,Postcard,2,1,No,2,2,1,4,No,761.0
614,No,Air Miles,Postcard,2,1,No,1,2,1,3,Yes,817.0
615,No,Cash Back,Postcard,2,2,No,2,2,1,5,Yes,297.0
616,No,Air Miles,Letter,2,2,No,1,1,1,3,Yes,808.0
617,Yes,Air Miles,Postcard,3,1,No,1,1,2,5,Yes,481.0
618,No,Air Miles,Letter,1,1,No,2,1,1,4,Yes,959.0
619,No,Cash Back,Postcard,1,2,No,3,3,1,3,Yes,713.0
620,No,Air Miles,Letter,2,1,No,2,1,1,2,No,239.0
621,No,Points,Postcard,2,1,No,3,2,1,5,Yes,417.0
622,No,Cash Back,Postcard,3,2,No,1,1,1,3,Yes,1578.0
623,No,Points,Postcard,2,1,No,2,2,1,3,Yes,1123.0
624,Yes,Air Miles,Postcard,3,1,No,2,2,1,3,No,521.0
625,No,Air Miles,Letter,1,1,No,1,2,1,4,No,1046.0
626,No,Points,Postcard,3,2,No,2,1,2,5,No,218.0
627,No,Cash Back,Letter,3,1,No,3,2,1,5,No,1044.0
628,No,Points,Postcard,2,1,No,3,1,1,4,Yes,1270.0
629,No,Air Miles,Postcard,1,1,No,3,2,2,4,No,266.0
630,Yes,Points,Postcard,2,2,No,1,2,1,5,Yes,798.0
631,No,Air Miles,Postcard,1,2,Yes,1,2,1,4,No,709.0
632,No,Air Miles,Postcard,2,2,No,3,3,2,4,No,1170.0
633,Yes,Air Miles,Postcard,2,1,No,1,2,2,4,Yes,1701.0
634,No,Points,Postcard,2,1,No,3,2,1,4,Yes,437.0
635,No,Cash Back,Postcard,2,1,Yes,3,1,1,2,Yes,107.0
636,Yes,Air Miles,Postcard,2,1,No,2,1,1,5,Yes,702.0
637,No,Points,Letter,3,1,No,2,1,1,4,Yes,355.0
638,Yes,Air Miles,Postcard,2,2,Yes,1,2,1,3,Yes,1910.0
639,No,Cash Back,Letter,3,2,No,2,3,1,2,Yes,1505.0
640,No,Air Miles,Letter,1,2,No,2,3,1,3,No,119.0
641,No,Air Miles,Postcard,2,2,No,2,3,1,3,Yes,1400.0
642,No,Cash Back,Letter,2,2,No,2,3,1,4,Yes,722.0
643,No,Air Miles,Letter,2,1,No,1,2,1,2,No,1190.0
644,No,Air Miles,Letter,2,1,Yes,3,3,2,3,Yes,1385.0
645,No,Points,Letter,3,2,No,3,1,1,2,Yes,1123.0
646,No,Points,Letter,1,2,Yes,1,1,1,3,No,604.0
647,No,Air Miles,Postcard,2,2,No,3,2,1,3,Yes,716.0
648,No,Air Miles,Postcard,1,2,No,3,2,1,4,Yes,159.0
649,No,Cash Back,Postcard,3,1,No,2,2,1,2,Yes,1184.0
650,No,Points,Letter,2,1,No,3,3,1,3,Yes,966.0
651,No,Air Miles,Letter,2,1,No,2,1,2,5,No,1132.0
652,Yes,Points,Postcard,3,1,No,1,1,1,3,Yes,211.0
653,No,Air Miles,Letter,2,1,No,2,2,1,3,Yes,53.0
654,No,Cash Back,Postcard,2,1,No,2,1,1,4,Yes,2078.0
655,No,Air Miles,Letter,3,2,No,3,1,1,5,No,818.0
656,Yes,Points,Postcard,1,1,No,1,2,2,3,No,253.0
657,No,Air Miles,Postcard,2,1,Yes,3,1,1,4,Yes,1133.0
658,No,Cash Back,Postcard,2,2,No,2,1,1,3,Yes,1550.0
659,Yes,Cash Back,Letter,1,2,No,1,2,1,4,Yes,1103.0
660,Yes,Points,Postcard,1,1,No,1,2,1,4,Yes,42.0
661,No,Air Miles,Postcard,3,1,No,3,1,2,4,No,1889.0
662,No,Air Miles,Letter,1,1,Yes,2,2,2,2,No,401.0
663,No,Cash Back,Postcard,3,1,No,3,2,1,3,No,1838.0
664,No,Cash Back,Letter,3,1,Yes,2,3,2,4,Yes,1931.0
665,No,Points,Postcard,2,1,Yes,1,2,1,5,Yes,1759.0
666,No,Points,Letter,2,1,No,1,2,1,3,No,826.0
667,No,Cash Back,Postcard,1,2,No,1,2,1,3,Yes,102.0
668,Yes,Points,Letter,1,1,No,1,2,1,5,Yes,230.0
669,No,Cash Back,Letter,2,1,Yes,1,2,1,4,Yes,30.0
670,No,Points,Postcard,1,1,No,1,2,1,4,Yes,205.0
671,No,Points,Letter,2,1,No,2,1,1,3,Yes,821.0
672,No,Air Miles,Letter,2,1,No,1,1,1,4,Yes,203.0
673,No,Cash Back,Letter,2,1,No,2,1,1,4,Yes,745.0
674,No,Points,Letter,2,1,No,2,2,2,4,No,361.0
675,No,Air Miles,Letter,3,1,No,2,1,1,3,Yes,501.0
676,No,Points,Postcard,2,1,No,2,2,1,1,No,842.0
677,No,Cash Back,Letter,3,2,No,2,3,1,3,No,202.0
678,No,Cash Back,Postcard,2,1,No,1,3,1,3,No,837.0
679,No,Air Miles,Postcard,2,1,No,3,1,2,4,Yes,773.0
680,No,Cash Back,Postcard,2,1,No,1,1,1,3,Yes,231.0
681,No,Cash Back,Postcard,2,1,No,3,2,1,4,Yes,616.0
682,No,Points,Postcard,2,1,No,1,1,2,2,Yes,856.0
683,No,Points,Postcard,2,2,No,2,2,1,4,Yes,571.0
684,No,Points,Letter,1,1,No,1,2,1,4,Yes,516.0
685,No,Air Miles,Postcard,2,1,No,2,2,1,3,Yes,138.0
686,No,Points,Postcard,2,1,No,3,2,1,2,No,515.0
687,No,Points,Postcard,3,1,No,2,2,2,5,Yes,1639.0
688,No,Points,Postcard,3,1,Yes,3,2,1,5,Yes,873.0
689,No,Air Miles,Postcard,2,1,No,2,2,1,4,Yes,447.0
690,No,Air Miles,Postcard,3,1,No,1,1,1,3,Yes,128.0
691,No,Points,Postcard,2,1,No,1,1,2,3,Yes,947.0
692,No,Points,Letter,2,1,No,1,2,1,3,Yes,507.0
693,No,Air Miles,Letter,2,1,No,2,2,1,3,Yes,639.0
694,No,Points,Letter,1,2,No,3,1,2,3,Yes,895.0
695,No,Cash Back,Postcard,2,2,No,1,2,1,4,Yes,1961.0
696,No,Air Miles,Postcard,2,2,Yes,2,2,1,4,No,132.0
697,No,Points,Postcard,2,1,No,3,2,1,3,No,8.0
698,No,Cash Back,Postcard,1,1,No,3,1,1,3,Yes,564.0
699,No,Air Miles,Postcard,3,1,No,1,2,2,5,Yes,343.0
700,No,Points,Postcard,2,1,No,3,3,1,3,Yes,820.0
701,No,Cash Back,Letter,2,1,No,3,1,1,5,No,966.0
702,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,435.0
703,No,Cash Back,Postcard,2,1,No,2,2,1,5,Yes,1848.0
704,No,Air Miles,Postcard,3,1,No,2,1,1,5,Yes,446.0
705,No,Air Miles,Postcard,2,1,No,3,3,1,4,Yes,159.0
706,No,Points,Letter,3,1,Yes,3,2,1,4,No,997.0
707,No,Points,Letter,3,1,No,2,2,1,3,Yes,384.0
708,No,Air Miles,Letter,2,1,No,1,3,1,3,No,366.0
709,Yes,Cash Back,Postcard,2,1,No,3,3,1,3,No,97.0
710,No,Air Miles,Postcard,2,1,No,2,2,1,4,Yes,820.0
711,No,Points,Postcard,2,1,No,1,2,1,3,No,504.0
712,No,Points,Postcard,2,1,No,1,3,1,3,Yes,1231.0
713,No,Cash Back,Postcard,3,2,No,1,2,1,4,Yes,1182.0
714,No,Air Miles,Letter,1,1,No,1,2,1,4,Yes,630.0
715,No,Air Miles,Letter,3,1,No,1,3,1,4,No,285.0
716,No,Cash Back,Postcard,1,1,No,3,3,2,4,Yes,450.0
717,No,Air Miles,Postcard,2,1,No,3,2,1,2,No,1508.0
718,No,Cash Back,Letter,2,1,No,2,1,1,3,No,929.0
719,Yes,Points,Letter,2,1,No,1,2,1,3,No,102.0
720,No,Points,Letter,3,2,No,2,1,2,4,Yes,420.0
721,No,Cash Back,Postcard,2,1,No,2,2,1,3,No,1678.0
722,No,Air Miles,Postcard,1,1,No,2,1,2,2,Yes,1862.0
723,No,Cash Back,Postcard,2,1,No,3,2,1,5,No,1574.0
724,No,Cash Back,Postcard,2,1,No,1,1,2,5,No,525.0
725,No,Points,Postcard,2,2,No,2,2,1,3,No,577.0
726,No,Air Miles,Letter,2,1,Yes,2,2,1,5,No,1748.0
727,No,Points,Postcard,2,2,No,2,2,1,5,Yes,678.0
728,No,Points,Letter,1,1,No,2,2,1,3,Yes,1513.0
729,No,Air Miles,Postcard,1,1,No,2,2,1,5,Yes,1301.0
730,No,Air Miles,Letter,2,1,No,1,1,1,4,Yes,556.0
731,Yes,Air Miles,Postcard,2,1,No,1,3,1,4,No,901.0
732,No,Points,Postcard,2,2,No,2,1,1,2,Yes,597.0
733,No,Points,Postcard,2,2,No,2,2,1,2,Yes,1838.0
734,No,Points,Letter,1,2,No,1,2,1,3,No,775.0
735,No,Points,Postcard,1,1,No,2,1,1,3,Yes,184.0
736,No,Air Miles,Postcard,3,1,No,3,1,1,3,Yes,1317.0
737,Yes,Cash Back,Postcard,2,1,No,1,3,1,3,Yes,1651.0
738,No,Cash Back,Postcard,1,1,No,1,1,2,4,No,136.0
739,No,Cash Back,Postcard,2,1,No,2,3,1,2,Yes,78.0
740,No,Cash Back,Postcard,1,1,No,3,2,1,4,No,562.0
741,No,Cash Back,Postcard,3,1,No,1,1,1,3,Yes,1017.0
742,No,Cash Back,Letter,3,2,No,1,1,1,4,Yes,627.0
743,No,Points,Letter,3,1,No,1,3,1,3,No,1462.0
744,No,Points,Postcard,2,1,No,2,3,1,2,Yes,729.0
745,No,Cash Back,Letter,2,1,Yes,1,1,1,3,Yes,938.0
746,Yes,Cash Back,Postcard,1,1,No,2,1,1,3,Yes,214.0
747,No,Points,Postcard,3,2,No,3,2,1,2,Yes,730.0
748,No,Air Miles,Postcard,2,2,No,3,1,2,3,No,1316.0
749,No,Points,Postcard,1,2,No,3,1,1,2,Yes,920.0
750,Yes,Air Miles,Letter,1,2,No,2,2,1,3,Yes,732.0
751,No,Cash Back,Postcard,2,1,No,1,1,1,4,No,801.0
752,No,Points,Postcard,3,1,No,2,2,2,1,No,1613.0
753,No,Cash Back,Postcard,3,2,No,3,2,1,2,No,720.0
754,No,Air Miles,Letter,2,2,No,1,2,2,4,Yes,524.0
755,No,Cash Back,Letter,2,1,No,1,2,1,5,No,334.0
756,No,Cash Back,Postcard,2,2,No,2,2,1,4,Yes,1402.0
757,No,Cash Back,Postcard,3,1,No,3,1,1,4,Yes,1760.0
758,No,Cash Back,Letter,2,1,Yes,1,2,2,3,No,824.0
759,No,Points,Postcard,3,1,No,3,2,2,3,Yes,800.0
760,No,Cash Back,Postcard,3,1,No,2,3,1,3,Yes,872.0
761,No,Points,Letter,2,1,No,3,3,1,1,No,1888.0
762,No,Points,Letter,2,1,Yes,2,2,1,5,Yes,452.0
763,No,Cash Back,Letter,2,1,No,3,2,1,4,No,248.0
764,No,Points,Postcard,3,1,No,1,2,1,4,Yes,399.0
765,No,Points,Postcard,3,1,No,2,2,1,2,No,1487.0
766,No,Points,Letter,2,1,No,2,1,1,5,Yes,123.0
767,No,Cash Back,Postcard,2,1,No,3,1,1,3,Yes,784.0
768,No,Points,Letter,2,2,No,2,3,2,3,Yes,948.0
769,No,Cash Back,Letter,1,1,No,1,3,1,2,Yes,838.0
770,No,Cash Back,Letter,2,1,No,3,1,1,3,Yes,311.0
771,No,Cash Back,Letter,1,2,No,3,1,1,3,Yes,1487.0
772,No,Points,Postcard,3,1,Yes,2,2,1,2,Yes,996.0
773,No,Points,Letter,2,1,No,1,2,1,5,No,1893.0
774,No,Air Miles,Letter,3,2,No,2,2,1,3,Yes,800.0
775,No,Air Miles,Letter,2,1,Yes,3,1,1,3,No,26.0
776,No,Points,Letter,2,1,Yes,2,1,2,1,Yes,326.0
777,No,Points,Letter,1,2,No,3,3,2,4,Yes,1375.0
778,No,Points,Letter,2,1,No,2,1,2,5,Yes,459.0
779,No,Cash Back,Letter,1,1,No,3,1,1,2,No,626.0
780,No,Cash Back,Letter,2,1,No,1,1,1,3,Yes,2008.0
781,No,Points,Postcard,3,2,No,1,2,1,4,No,1764.0
782,No,Air Miles,Letter,1,1,No,1,1,1,4,No,761.0
783,No,Points,Postcard,2,1,No,3,1,1,3,No,778.0
784,No,Air Miles,Postcard,3,1,No,3,1,2,5,Yes,350.0
